Grapheme	IPA
$	NULL
'a	a
'i	i
'iɛ	i/j ɛ
'i̠	i̠
'o	o
'o̠	o̠
'ɑ̠	ɑ̠
'ə	ə
'ɤ̠	ɤ̠
'ɯ	ɯ
10	<?>
21$	²¹
3³¹	NULL
42$	⁴²
4⁵⁵	ɾ
E	ᴇ/e̞
W	<?>
[	NULL
]	NULL
^	NULL
^_	NULL
^a	a
^a$	a
^ae	ae
^ai	ai
^ai̠	ai̠
^ao	ao
^aɔ̃	aɔ̃
^aʌ	aʌ
^a̠	a̠
^a̤	a̤
^a̱	a̠
^a̲	a
^b	b
^c	c
^cʰ	cʰ
^cʲ	cʲ
^d	d
^dʐ	ɖʐ
^dʑ	dʑ
^dʒ	dʒ
^e	e
^ei	ei
^e̱	e̠
^f	f
^g	g
^gw	g w
^h	h
^hw	ʰw
^hʷ	hʷ
^h̃	h̃
^i	i
^ia	i/j a
^i²¹mo²¹	i ²¹ + m o ²¹
^i³³ʈho³³	i ³³ + ʈʰ o ³³
^iɛ	i/j ɛ
^iɛ̠	i/j ɛ̠
^iɛ̠̃	i/j ɛ̠̃
^i̞	i̞/i
^i̠	i̠
^i̠ɛ	i̠/j ɛ
^i̠̠	i̠
^i̤	i̤
^i̱	i̠
^j	j
^k	k
^kh	kʰ
^kw	kʷ
^kʰ	kʰ
^kʰw	kʰ w
^kʰʷ	kʷʰ
^kʷ	kʷ
^kʻ	kʼ
^kᶠʰ	kᶠʰ/kʰ
^l	l
^lw	l w
^lʲ	lʲ
^l̥	l̥
^l̩	l̩
^m	m
^m̠	m̩
^m̠̩	m̠̩
^m̥	m̥
^m̩	m̩
^m̩̩	m̩
^n	n
^n̥	n̥
^n̩	n̩
^n̩̩	n̩
^o	o
^oa	oa
^ou	ou
^o̠	o̠
^o̠u	o̠u
^o̱	o̠
^p	p
^ph	pʰ
^pɯ⁵⁵H4__2Z	p ɯ ⁵⁵
^pʰ	pʰ
^pʰᶠ	pᶠʰ
^pᶠ	pf
^pᶠʰ	pfʰ
^q	q
^qh	qʰ
^qʰ	qʰ
^rʰ	rʰ
^s	s
^sw	s w
^sɨ⁴̠_⁵	s ɨ ⁴⁵
^sʰ	sʰ
^sʷ	sʷ
^t	t
^th	tʰ
^ts	ts
^tsh	tsʰ
^tsw	ts w
^tsʰ	tsʰ
^tsʰɿ⁵⁵̟	tsʰ ɿ ⁵⁵
^tsʰʷ	tsʷʰ
^tsʻ	tsʼ
^tw	t w
^tǫ³³	t o ³³
^tɕ	tɕ
^tɕh	tɕʰ
^tɕhʰ	tɕʰ
^tɕǫ³³	tɕ o ³³
^tɕʰ	tɕʰ
^tɕʻ	tɕʼ
^tʂ	ʈʂ
^tʂh	ʈʂʰ
^tʂʰ	ʈʂʰ
^tʂʻ	ʈʂʼ
^tʃ	tʃ
^tʃh	tʃʰ
^tʃʰ	tʃʰ
^tʃ̠ʰ	tʃ̠ʰ
^tʰ	tʰ
^tʰw	tʰ w
^tʰʲ	tʲʰ
^tʰʷ	tʷʰ
^tʰˣ	tˠʰ
^tʻ	tʼ
^u	u
^ua	u/w a
^uɑ	u/w ɑ
^uɑ̃	u/w ɑ̃
^uɔ	uɔ
^u̠	u̠
^u̱	u̠
^v	v
^v˞	ʮ˞
^v̠	v̠/v
^v̩	v̩
^v̩˞	v̩˞
^w	w
^x	x
^xʲ	xʲ
^xʲe̠~³³	xʲ e ³³
^y	y
^yɛ	y/ɥ ɛ
^y̠	y̠
^z	z
^z̩	z̩
^ã	ã
^æ	æ
^æ˞	æ˞
^æ̠	æ̠
^æ̠̃	æ̠̃
^ç	ç
^õ	õ
^õ̠	õ̠
^ø	ø
^ø̠	ø̠
^ĩ	ĩ
^ĩɛ̃	ĩ/j ɛ̃
^ĩ̠	ĩ̠
^ŋ	ŋ
^ŋw	ŋ w
^ŋʷ	ŋʷ
^ŋ̣	ŋ̍
^ŋ̩	ŋ̍
^ŋ̩̩	ŋ̩
^ŋ̩⁵⁵ka³³	ŋ̍ ⁵⁵ + k a ³³
^ŋ̪	ŋ̪
^œ	œ
^ũ	ũ
^ȵ	ȵ
^ȵʲ	ȵʲ
^ȵ̩	ȵ̩
^ɐ	ɐ
^ɐ̃	ɐ̃
^ɑ	ɑ
^ɑi	ɑi
^ɑi̠	ɑi̠
^ɑ̃	ɑ̃
^ɑ̠	ɑ̠
^ɑ̤	ɑ̤
^ɒ	ɒ
^ɔ	ɔ
^ɔ̃	ɔ̃
^ɔ̠	ɔ̠
^ɕ	ɕ
^ɕw	ɕ w
^ɕʰ	ɕʰ
^ɖ	ɖ
^ə	ə
^ə˞	ə˞
^ə̃	ə̃
^ə̠	ə̠
^ə̱	ə̠
^ɚ	ə˞
^ɚ̱	ə̠˞
^ɛ	ɛ
^ɛi	ɛi
^ɛ˞	ɛ˞
^ɛ˞̃	ɛ̃˞
^ɛ̃	ɛ̃
^ɛ̠	ɛ̠
^ɛ̱	ɛ̠
^ɜ	ɜ
^ɞ	ɞ
^ɡ	g
^ɣ	ɣ
^ɣw	ɣ w
^ɣɣ	ɣ ɤ
^ɣɣ̠³³	ɣ ɤ ³³
^ɣʷ	ɣʷ
^ɤ	ɤ
^ɤo	ɤo
^ɤɯ	ɤɯ
^ɤ˞	ɤ˞
^ɤ˞̃³⁵	ɤ̃˞ ³⁵ +
^ɤ̃	ɤ̃
^ɤ̠	ɤ̠
^ɤ̪	ɤ̪
^ɤ̪˞	ɤ̪˞
^ɤ̪˞̃	ɤ̪˞̃
^ɤ̪̃	ɤ̪̃
^ɤ̪̪̃	ɤ̪̪̃
^ɤ̱	ɤ̠
^ɦ	ɦ
^ɨ	ɨ
^ɨ̃	ɨ̃
^ɨ̠	ɨ̠
^ɨ̪	ɨ̪
^ɪ	ɪ
^ɪ̱	ɪ̠
^ɬ	ɬ
^ɬḻ³³	ɬ l̩ ³³
^ɭ	ɭ
^ɯ	ɯ
^ɯ̃	ɯ̃
^ɯ̠	ɯ̠
^ɯ̱	ɯ̠
^ɱ	ɱ
^ɲ	ɲ
^ɲ̥	ɲ̊
^ɳ	ɳ
^ɸ	ɸ
^ɿ	ɿ
^ʁ	ʁ
^ʂ	ʂ
^ʂʰ	ʂʰ
^ʂʻ	ʂʼ
^ʃ	ʃ
^ʈ	ʈ
^ʈh	ʈʰ
^ʈʰ	ʈʰ
^ʊ	ʊ
^ʐ	ʐ
^ʑ	ʑ
^ʒ	ʒ
^ʔ	ʔ
^ʔw	ʔ w
^ʔʐ	ˀʐ
^ʝ	ʝ
^ʣ	dz
^ʣʴ	dz ʁ
^ʥ	dʑ
^ʦ	ts
^ʦh	tsʰ
^ʦʰ	tsʰ
^ʨ	tɕ
^ʨh	tɕʰ
^ʨw	ts w
^ʨʰ	tɕʰ
^ʨʰw	tɕʰ w
^ʨʷ	tɕʷ
^χ	χ
^χw	χ w
^χʷ	χʷ
^ᴀ	ɑ̟
^ᵐb	ⁿb
^ᵐp	ⁿp
^ᵑk	ⁿk
^ᵑq	ⁿq
^ᵑɡ	ⁿg
^ḻ̩	l̩
^ṳ	ṳ/u
^ṽ̩	ʮ̃
^ẽ	ẽ
^ỹ	ỹ
^ⁿd	ⁿd
^ⁿt	ⁿt
^ⁿʣ	ⁿdz
^ⁿʥ	ⁿdʑ
^ⁿʦ	ⁿts
^ⁿʦʰ	ⁿtsʰ
^ⁿʨ	ⁿtɕ
^他	<?>
_	+
_$	NULL
_0_WV	NULL
_H2_	NULL
__	+
__$	NULL
___	NULL
__腮帮__po²¹mɯ̠⁵⁵ɣɯ⁵⁵	NULL
_̥	NULL
a	a
aa	aː
ae	ae
ai	ai
ai̠	ai̠
ao	ao
ao̠	ao̠
ao̱	ao̠/ao
au	au
aɔ	aɔ
aɨ	aɨ
aʌ	aʌ
aʲ	ai̯
aʲo	ao
a˞	a˞
a̠	a̠
a̠̠	a̠
a̤	a̤
a̰	a̰
a̱	a̠
a̱i	a̠i
b	b
b$	b
bʰ	bʰ
bʲ	bʲ
c	c
cʰ	cʰ
d	d
dʐ	ɖʐ
dʐʰ	ɖʐʰ
dʑ	dʑ
dʑʰ	dʑʰ
dʒ	dʒ
dʰ	dʰ
e	e
e$	e
ei	ei
ei̠	ei̠
eo	eo
eĩ	eĩ
eɔ	eɔ
eʲ̤	ei̯
e˞	e˞
e̠	e̠
e̱	e̠
e̱i	e̠i
e̱i̠	e̠i̠
f	f
fvʲ	f v̩
fʰ	fʰ
f̩	f̩
g	g
gʰ	gʰ
gʷ	gʷ
h	h
hw	h w
hʲ	hʲ
i	i
i$	i
ia	i/j a
iao	i/j ao
iao̠	i/j ao̠
iao̠̠̠	i/j ao̠̠̠
iau	i/j au
iaõ	i/j aõ
ia̠	i/j a̠
ia̱o	i/j a̠o
ie	i/j e
ie̱	i/j e̠
io	i/j o
iou	i/j ou
io̠	i/j o̠
io̠̠	i/j o̠
io̤	i/j o̤
iu	i/j u
iã	i/j ã
iæ	i/j æ
iæ̠	i/j æ̠
iõ	i/j õ
iø	i/j ø
iũ	i/j ũ
iɐ	i/j ɐ
iɑ	i/j ɑ
iɑo̠	i/j ɑo
iɑu	i/j ɑu
iɒ	i/j ɒ
iɔ	i/j ɔ
iə	i/j ə
iɛ	i/j ɛ
iɛ˞	i/j ɛ˞
iɛ̃	i/j ɛ̃
iɛ̠	i/j ɛ̠
iɛ̩	i/j ɛ̩
iɛ̱	i/j ɛ̠
iɯ	i/j ɯ
iʰ	i/i
i̠	i̠
i̠$	i̠/i
i̠ɛ	i̠/j ɛ
i̠ɛ̠	i̠/j ɛ̠
i̤	i̤
i̤ɛ	i̤/j ɛ
i̥	i̥
i̯	i
i̱	i̠
i̱̯	i̯̠
iᴀ̠	i/j ɑ̠
j	j
k	k
kh	kʰ
kw	kʷ
kʰ	kʰ
kʰw	kʰ w
kʰ̩	k̩ʰ
kʷ	kʷ
kᶠʰ	kᶠʰ/kʰ
l	l
l̥	l̥
l̩	l̩
m	m
m$	m̩
mʷ	mʷ
m̥	m̥
m̩	m̩
m̩̩	m̩
m̱	m̩
m̱̩	m̠̩
n	n
n̥	n̥
n̩	n̩
n̩̩	n̩
o	o
o$	o
oa	oa
oi	oi
ou	ou
oø	oø
oɤ	oɤ
oʲ	oi̯
o̠	o̠
o̠u	o̠u
o̠̠	o̠
o̠̠̠	o̠
o̤	o̤
o̪	o̪
o̱	o̠
p	p
ph	pʰ
pʰ	pʰ
pʰᶠ	pfʰ
pʷ	pʷ
pᶠ	pf
pᶠʰ	pfʰ
q	q
q$	q
qh	qʰ
qʰ	qʰ
r	r
s	s
sɨ⁴̠_⁵	s ɨ ⁴⁵
sʰ	sʰ
t	t
t$	t
th	tʰ
ts	ts
ts$	ts
tsh	tsʰ
tsʰ	tsʰ
tsʰw	tsʰ w
tsʰɿ⁵⁵̟	tsʰ ɿ ⁵⁵
tsʻ	tsʼ
tɕ	tɕ
tɕh	tɕʰ
tɕʰ	tɕʰ
tɕ͏ɐ²¹	tɕ ɐ ²¹
tʂ	ʈʂ
tʂh	ʈʂʰ
tʂʰ	ʈʂʰ
tʂʻ	ʈʂʼ
tʃ	tʃ
tʃh	tʃʰ
tʃʰ	tʃʰ
tʰ	tʰ
tʰʂ	tʂʰ
tʰˣ	tʰˠ
t̪	t̪
u	u
u$	u
ua	u/w a
uai	u/w ai
uai̠	u/w ai̠
ua̠	u/w a̠
ue	u/w e
uei	u/w ei
uei̤	u/w ei
ui	u/w i
uo	u/w o
uo̠	u/w o̠
uã	u/w ã
uɑ	u/w ɑ
uɑ̠	u/w ɑ̠
uə	u/w ə
uə̃	uə̃
uɛ	u/w ɛ
uɛi	u/w ɛi
uɛʲ	u/w ɛi̯
uɛ˞	u/w ɛ˞
uɛ̃	u/w ɛ̃
uɛ̠	u/w ɛ̠
uɤ	uɤ
uɪ	uɪ
uʲ	ui̯
uʲo	uʲ/ɥ o
u̞	u̞
u̠	u̠
u̠ɛ̠	u̠/w ɛ̠
u̥	u̥
u̪	u̪
u̱	u̠
uᴀ	u/w ɑ̟
uᴀi	u/w ᴀi
uẽ	u/w ẽ
v	v
v4³⁵$	v̩ ³⁵
v˞	ʮ˞
v˞̩	v˞̩
v̞	v̞
v̠	v̠
v̤	ʮ
v̥	v̥
v̩	ʮ
v̩ʲ	v̩ʲ
v̩˞	v̩˞
v̩̠	v̠̩
v̩̤	v̩ʱ
v̩̩	v̩
v̪̪	v̪̪
w	w
x	x
xh	xʰ
xʲe̠~³³	xʲ e ³³
xʷ	xʷ
y	y
y$	y
ya	y/ɥ a
yi	yi
yɛ	y/ɥ ɛ
y̠	y̠
y̤	y̤
y̥	y̥
y̱	y̠
z	z
zʰ	zʰ
ã	ã
ã̠	ã̠
æ	æ
æ$	æ
æi̠	æi̠
æ˞	æ˞
æ̃	æ̃
æ̠	æ̠
æ̠˞	æ̠˞
æ̠̃	æ̠̃
æ̤	æ̤
æ̱˞	æ̠˞
ð	ð
õ	õ
õ˞	õ˞
õ̪	õ̪
õ̱	õ̠
ø	ø
øi	øi
øɛ	øɛ
ø̃	ø̃
ø̠	ø̠
ø̤	ø̤
ĩ	ĩ
ĩa	ĩ/j ã
ĩɛ	ĩ/j ɛ̃
ŋ	ŋ
ŋo⁵̥⁵	ŋ o ⁵⁵
ŋw	ŋ w
ŋʷ	ŋʷ
ŋ̃	ŋ̃
ŋ̩	ŋ̍
ŋ̩̩	ŋ̩
ŋ̪	ŋ̪
œ	œ
œ̠	œ̠
ş	ʂ
ũ	ũ
ũ̱	ũ̠
ǫ	o
ǫ̱	ǫ̠
ȵ	ȵ
ɐ	ɐ
ɐʊ	ɐʊ
ɐ̃	ɐ̃
ɑ	ɑ
ɑi	ɑi
ɑo̠	ɑo̠
ɑu	ɑu
ɑ̃	ɑ̃
ɑ̠	ɑ̠
ɑ̠̠	ɑ̠
ɑ̤	ɑ̤
ɑ̥	ɑ̥
ɑ̱	ɑ̠
ɒ	ɒ
ɔ	ɔ
ɔɑ	ɔɑ
ɔ̃	ɔ̃
ɔ̠	ɔ̠
ɔ̪	ɔ̪
ɔ̱	ɔ̠
ɔ̱̃	ɔ̠̃
ɕ	ɕ
ɕʰ	ɕʰ
ɖ	ɖ
ɖʐ	ɖʐ
ɖʰ	ɖʰ
ə	ə
ə$	ə
əa	əa
əu	əu
əɪ	əɪ
əʊ	əʊ
ə˞	ə˞
ə˞̠	ə̠˞
ə̃	ə̃
ə̄	ə̄
ə̠	ə̠
ə̤	ə̤
ə̪	ə̪
ə̱	ə̠
ɚ	ə˞
ɚ̱	ə̠˞
ɛ	ɛ
ɛ$	ɛ
ɛa	ɛa
ɛi	ɛi
ɛi̠	ɛi̠
ɛo	ɛo
ɛə	ɛə
ɛʲ	ɛi̯
ɛ˞	ɛ˞
ɛ˞˞	ɛ˞
ɛ˞̃	ɛ̃˞
ɛ˞̠	ɛ̠˞
ɛ̃	ɛ̃
ɛ̃˞	ɛ̃˞
ɛ̠	ɛ̠
ɛ̠˞	ɛ̠˞
ɛ̠̃	ɛ̠̃
ɛ̤	ɛ̤
ɛ̱	ɛ̠
ɛ̱̃	ɛ̠̃
ɜ	ɜ
ɜ̃	ɜ̃
ɞ	ɞ
ɞ̠	ɞ̠
ɠw	ɠ w
ɡ	g
ɡw	g w
ɣ	ɣ
ɣw	ɣ w
ɣʷ	ɣʷ
ɣ̠	ɣ̠
ɣ̩	ɣ̩
ɤ	ɤ
ɤɑ	ɤɑ
ɤ˞	ɤ˞
ɤ̃	ɤ̃
ɤ̠	ɤ̠
ɤ̤	ɤ̤
ɤ̪	ɤ̪
ɤ̪˞	ɤ̪˞
ɤ̪˞̩	ɤ̪˞̩
ɤ̪˞̪	ɤ̪˞̪
ɤ̪̠̪	ɤ̪̠̪
ɤ̱	ɤ̠
ɤ̼	ɤ̼/ɤ
ɦ	ɦ
ɨ	ɨ
ɨ$	ɨ
ɨi	ɨi
ɨɐ	ɨɐ
ɨʲ	ɨi̯
ɨ˞	ɨ˞
ɨ˞̠	ɨ̠˞
ɨ˞̩	ɨ
ɨ̃	ɨ̃
ɨ̠	ɨ̠
ɨ̠˞	ɨ̠˞
ɨ̤	ɨ̤
ɨ̥	ɨ̥
ɨ̪	ɨ̪
ɨ̪̠	ɨ̪̠
ɩ	ɪ
ɪ	ɪ
ɪ̠	ɪ̠
ɪ̠$	ɪ̠
ɪ̠ɛ̠	ɪ̠ɛ̠
ɪ̯	ɪ̯
ɪ̱	ɪ̠
ɬ	ɬ
ɬi̠ɛ-²¹	l i/j ɛ ²¹
ɬʰ	ɬʰ
ɭ	ɭ
ɮ	ɮ
ɯ	ɯ
ɯa̱	ɯ/ɰ a̠
ɯi	ɯi
ɯu	ɯ/ɰ u
ɯɛi	ɯ/ɰ ɛi
ɯ˞	ɯ˞
ɯ˞̪	ɯ˞̪
ɯ̃	ɯ̃
ɯ̠	ɯ̠
ɯ̯	ɯ
ɯ̱	ɯ̠
ɯ̱i	ɯ̠i
ɯ͡β	ɯ
ɱ	ɱ
ɱ̩	ɱ̩
ɱ̱	ɱ̩
ɱ̱̩	ɱ̠̩
ɲ	ɲ
ɲ̥	ɲ̊
ɳ	ɳ
ɳǫ̱²¹	ɳ o ²¹
ɸ	ɸ
ɻ	ɻ
ɾ	ɾ
ɿ	ɿ
ɿ̃	ɿ̃
ɿ̠	ɿ̠
ɿ̤	ɿ̤
ɿ̩	ɿ
ɿ̰	ɿ̰
ɿ̱	ɿ̠
ʂ	ʂ
ʂʻ	ʂʼ
ʃ	ʃ
ʅ	ʅ
ʅ$	ʅ
ʅ̃	ʅ̃
ʅ̠	ʅ̠
ʅ̥	ʅ̥
ʈ	ʈ
ʈh	ʈʰ
ʈʰ	ʈʰ
ʉ	ʉ
ʉ̃	ʉ̃
ʉ̠	ʉ̠
ʉ̤	ʉ̤
ʉ̱̃	ʉ̠̃
ʊ	ʊ
ʊ̠	ʊ̠/ʊ
ʌ	ʌ
ʌ̠	ʌ̠
ʐ	ʐ
ʑ	ʑ
ʒ	ʒ
ʔ	ʔ
ʝ	ʝ
ʣ	dz
ʥ	dʑ
ʦ	ts
ʦh	tsʰ
ʦʰ	tsʰ
ʦʰʴ	tsʰ ʁ
ʨ	tɕ
ʨh	tɕʰ
ʨʰ	tɕʰ
ʮ	ʮ
β	β
χ	χ
χw	χ w
ш̱	ɯ
ә	ə
ә̱	ə
ᴀ	ɑ̟
ᴀi	ɑ̟i
ᴀ̠	ɑ̠
ᴇ	ᴇ/e̞
ᴐ	ɔ
ᵐb	ⁿb
ᵐp	ⁿp
ᵑg	ⁿg
ᵑk	ⁿk
ᵑɡ	ⁿg
ḁ	ḁ/a
ḛ	ḛ
ḭ	ḭ
ḻ	l̩
ḻ̩	l̩
ṳ	ṳ
ṽ	ṽ
ṽ̩	ṽ̩
ẽ	ẽ
ẽ̠	ẽ̠
ỹ̠	ỹ̠
ⁿd	ⁿd
ⁿt	ⁿt
ⁿʣ	ⁿdz
ⁿʥ	ⁿdʑ
ⁿʦ	ⁿts
①$	NULL
②$	NULL
③	NULL
③$	NULL
	NULL
：	NULL
⁴²$	⁴²
⁴³$	⁴³
⁴³³$	⁴³³
⁴¹$	⁴¹
⁴⁴$	⁴⁴
⁴⁴|	⁴⁴ +
⁴⁵$	⁴⁵
⁴⁵²$	⁴⁵²
⁴⁵³$	⁴⁵³
⁴⁵⁴$	⁴⁵⁴
⁵$	⁵
⁵²$	⁵²
⁵²|	⁵² +
⁵³$	⁵³
⁵³⁵$	⁵³⁵
⁵¹$	⁵¹
⁵̥⁵$	⁵̥⁵
⁵⁴$	⁵⁴
⁵⁵$	⁵⁵
⁵⁵|	⁵⁵ +
⁵⁵³¹$	⁵⁵
⁵⁵̟$	⁵⁵̟
⁶³$	⁵³
²$	²
²²$	²²
²³$	²³
²³³$	²³³
²³¹$	²³¹
²¹$	²¹
²¹|	²¹ +
²¹³$	²¹³
²¹⁴$	²¹⁴
²⁴$	²⁴
²⁴¹$	²⁴¹
²⁵$	²⁵
²⁵³$	²⁵³
³$	³
³²$	³²
³²³$	³²³
³³$	³³
³¹$	³¹
³⁴$	³⁴
³⁵$	³⁵
³⁵²$	³⁵²
³⁵³$	³⁵³
³⁵⁴$	³⁵⁴
¹$	¹
³1̥ȵ	³¹ + ȵ̊
¹³$	¹³
¹¹$	¹¹
⁴	⁴ +
⁴²	⁴² +
⁴¹	⁴¹ +
⁴̠	⁴ +
⁴⁴	⁴⁴ +
⁴⁵	⁴⁵ +
⁴⁵³	⁴⁵³ +
⁴⁵⁴	⁴⁵⁴ +
⁵	⁵ +
⁵²	⁵² +
⁵³	⁵³ +
⁵¹	⁵¹ +
⁵⁴	⁵⁴ +
⁵⁵	⁵⁵ +
²	² +
²²	²² +
²³	²³ +
²³²	²³² +
²¹	²¹ +
²¹³	²¹³ +
²¹¹	²¹ +
²⁴	²⁴ +
²⁵	²⁵ +
²⁵³	²⁵³ +
³	³ +
³²	³² +
³²³	³²³ +
³³	³³ +
³³̩	³³ +
³¹	³¹ +
³¹ⁿ	³¹ +
³⁴	³⁴ +
³⁵	³⁵ +
³⁵²	³⁵² +
³⁵³	³⁵³ +
³⁵⁵	³⁵ +
¹³	¹³ +
¹¹	¹¹ +
⁴_	⁴ +
⁴²_	⁴² +
⁴¹_	⁴¹ +
⁴̠_	⁴ +
⁴⁴_	⁴⁴ +
⁴⁵_	⁴⁵ +
⁴⁵³_	⁴⁵³ +
⁴⁵⁴_	⁴⁵⁴ +
⁵_	⁵ +
⁵²_	⁵² +
⁵³_	⁵³ +
⁵¹_	⁵¹ +
⁵⁴_	⁵⁴ +
⁵⁵_	⁵⁵ +
²_	² +
²²_	²² +
²³_	²³ +
²³²_	²³² +
²¹_	²¹ +
²¹³_	²¹³ +
²¹¹_	²¹ +
²⁴_	²⁴ +
²⁵_	²⁵ +
²⁵³_	²⁵³ +
³_	³ +
³²_	³² +
³²³_	³²³ +
³³_	³³ +
³³̩_	³³ +
³¹_	³¹ +
³¹ⁿ_	³¹ +
³⁴_	³⁴ +
³⁵_	³⁵ +
³⁵²_	³⁵² +
³⁵³_	³⁵³ +
³⁵⁵_	³⁵ +
¹³_	¹³ +
¹¹_	¹¹ +
^me³³tʊ²¹_0_WV	m e ³³ + t ʊ ²¹
^pɯ⁵⁵H4_2Z	p ɯ ⁵⁵
